Drama Name	Episode Number	URL	Start Time	End Time	Urdu Sentence	English Sentence	Correct/Incorrect	Correct Translation
Nand	110	https://www.youtube.com/watch?v=9ETapNi6Yw0	4:14	4:16	?????? ??? ???? ?? ?? ??????? ?? ????? ???? ???????	Because I can't cope with the world here.	0	Because I can't face Jahangir by living here.
Nand	50	https://www.youtube.com/watch?v=WohzO4PqC5A	27:44:00	27:50:00	??? ???! ???? ??? ??? ????? ?? ??? ??? ???? ?? ??? ??? ??? ???	"Wow, the criminals are calling themselves for better."	0	Oh wow! the culprits are themselves asking us to pray for betterment
Tark e Wafa	23	https://www.youtube.com/watch?v=_u0l6qcxhfU	21:37	21:45	?? ???? ???? ?? ?????? ????? ?????? ????? ????	They would want to see their daughter's future secure.	1	They would want to see their daughter's future secure.
Raqs e Bismil	14	https://www.youtube.com/watch?v=M-Ndz7JiweI	27:58:00	28:01:00	?????? ?????? ?????? ??? ?? ??? ???? ?????? ??? ?? ??? ????? ?????? ?? ???	"Open the door because if you don't open it, I feel angry and..."	0	Open the door because if you don’t open it I will get angry and
Raqs e Bismil	20	https://www.youtube.com/watch?v=TbdpebM2hKs	24:35:00	24:36:00	??? ???? ??? ??? ???? ?????? ???	And something better than play and better.	0	And the game can get even better.
Siyah	23	https://www.youtube.com/watch?v=NSpCJcmtQ64	22:35	22:38	"?? ?????? ???? ???? ?? ?"	"He keeps going, he's full."	0	"he keeps blabbering,"
Tark e Wafa	10	https://www.youtube.com/watch?v=arsxWTGl8K4	12:43	12:57	???? ???? ?? ??? ???	I'm too sick.	0	I have a severe headache.
Nand	58	https://www.youtube.com/watch?v=FFrGcHwQLF4	16:40	16:46	"???? ??? ? ??? ????? ???? ?????? ???"	"My Lord, I'm not going to leave you."	0	"Madam Rabi, I won't leave you."
Tark e Wafa	10	https://www.youtube.com/watch?v=arsxWTGl8K4	34:38:00	34:38:00	?? ?? ????? ??? ??? ?? ?? ???? ???? ????	Thank you. And I love you.	0	Thank you and I love you.
Siyah	12	https://www.youtube.com/watch?v=Uyhnox3WMZU	20:37	20:39	?? ???? ??? ???? ??	He will kill me.	0	he will kill me
Siyah	7	https://www.youtube.com/watch?v=qdtkTK5Bxc4	13:40	13:45	???? ??? ?? ???? ?????? ???? ??	There's no reward on my phone.	0	My phone has no charging
Siyah	33	https://www.youtube.com/watch?v=CgyfEgviCwc	25:42:00	25:45:00	???? ???? ?? ???? ?? ????	Finding the killer of my father	0	searching for his father’s murderer.
Ghair	20	https://www.youtube.com/watch?v=0euCqaPJ8TY	2:11	2:11	"??? ??? ??? ? ???? ?????? ? ???? ?? ?? ????? ?? ??? ????? ?? ???? ????? ???? ?????"	"Yes, please, send me, I have to check your mother's blood pressure."	0	"Yes Tahzeeb, send Wafa, I have to get your mother's blood pressure checked."
Raqs e Bismil	6	https://www.youtube.com/watch?v=EJ1myhjdiw8	35:38:00	35:42:00	?? ?? ?? ????? ??? ??????? ???? ???	He'll stop your way.	0	She will put obstructions in your path.
Ramz e Ishq	30	https://www.youtube.com/watch?v=KIHqf7pGNBI	2:47	2:52	???? ?? ???? ???? ???? ?????	I won't have to be witnesses today.	0	I wouldn’t have had to witness today.
Ramz e Ishq	14	https://www.youtube.com/watch?v=e4a5UcSPjQs	31:25:00	31:27:00	???? ?? ???? ???? ????	I don't get it.	0	I don’t get it Rayan
Siyah	16	https://www.youtube.com/watch?v=mkXPbobIOiQ	12:00	12:02	???? ???? ??? ???? ??	I like walking escape	0	I love hiking
Raqs e Bismil	22	https://www.youtube.com/watch?v=AunrH6ehsYQ	23:19	23:22	???… ??… ??? ??? ?? ??? ???? ?? ???? ??? ??? ?? ??? ???? ????? ????	And... that's why I'd like to write the U.S. against Moses.	0	And… uh… this is why I want to register an FIR against Moosa.
Siyah	18	https://www.youtube.com/watch?v=f0FmYiWkv9I	11:14	11:17	?? ?? ??? ??? ??? ?????? ??? ?? ???? ??	His work is very good in his work	0	exceptionally good at his work
Nand	52	https://www.youtube.com/watch?v=3RWZBbj8Ttw	30:03:00	30:06:00	??? ???? ??? ??? ?? ?? ?? ??? ?????? ????	I'm noticing that you are very upset today.	1	I'm noticing that you are very upset today.
Ghair	36	https://www.youtube.com/watch?v=llK3JoJuLEs	14:18	14:21	?? ??? ???? ???? ??? ???	What's my fault in this?	0	what is my fault in it?
Tark e Wafa	20	https://www.youtube.com/watch?v=k__OTCrGo1s	32:04:00	32:10:00	"??? ?? ????? ???? ?????? ?? ?? ???? ?????? ? ??? ?? ?? ??????? ????? ????? ?? ..."	"If you eat with us, tell us, I'll make your favorite teas..."	0	"If you'll eat with us let us know, I'll have one of your favorite dishes made..."
Ramz e Ishq	19	https://www.youtube.com/watch?v=4tO33a-tBAc	35:39:00	35:43:00	?? ????? ?? ?? ???? ??? ?????? ??? ???? ???	he thinks it is a sin to look at me.	1	he thinks it is a sin to look at me.
Tark e Wafa	12	https://www.youtube.com/watch?v=ODfRELsrEI0	34:01:00	34:09:00	?? ?? ?????? ?? ?????? ????? ???? ??? ??? ???????	His parents died so that they could teach him.	0	Her parents passed away so who would teach her.
Raqs e Bismil	21	https://www.youtube.com/watch?v=-ou-aFl_Y_o	21:20	21:25	"???? ? ????… ???? ??? ?????"	"No, no... that's nothing."	0	"No, no… nothing like that."
Nand	59	https://www.youtube.com/watch?v=0RhTFmVeyu0	15:37	15:41	???? ???????? ?? ??? ?? ?? ????? ?? ???????	Don't blame us for your carelessness.	1	Don't blame us for your carelessness.
Siyah	21	https://www.youtube.com/watch?v=XANcl_MMSys	34:20:00	34:20:00	?? ??? ??? ??? ?? ???? ??? ??? ???	What is this uncle? Why are you shouting?	0	What is it uncle? Why are you screaming?
Ghair	17	https://www.youtube.com/watch?v=y4B3PGPNGSA	25:03:00	25:08:00	"?? ??? ??? ??? ????? ?? ???? ??? ? ??? ??? ?? ?? ?? ??? ?? ??? ?? ??????? ???? ????? ?? ??? ?? ?? ???? ??? ???? ??????"	"So I took the course and I started, and I developed this beautiful kind of stuff for it that I can't describe you."	0	"Then I went and took a sewing course, and I made such beautiful frocks for her that I can't even describe to you"
Nand	63	https://www.youtube.com/watch?v=qeelpRayg4k	23:29	23:31	"??? ??? ????? ? ??? ???? ????? ?? ?? ???? ????? ?? ?? ??? ??? ????? ?? ??? ???? ???"	"Oh, let's stop it, I don't want it to be so dear to me that I can't swallow it."	0	"Oh stop it, I don't want it to be so sweet that I'm unable to even swallow it"
Seerat e Mustaqeem	24	https://www.youtube.com/watch?v=wkYiVwwxF3o	6:20	omething in real life against [06:30	?? ???? ????? ????? ??? ???	Some in the Real Life	0	
Tark e Wafa	13	https://www.youtube.com/watch?v=VTrMtfYszqs	25:12:00	25:17:00	"???? ????? ??? ? ??? ?? ?????? ??? ??? ??? ?? ????? ?? ????? ???"	"My dear sister, I understand it, and I've learned a little bit."	0	"My dear sister, I understand that and I have learned a bit."
Nand	62	https://www.youtube.com/watch?v=PUNfhYRCF88	11:50	11:53	?? ??? ???? ??? ???	That's good news.	0	It's a good news.
Nand	84	https://www.youtube.com/watch?v=IAA8lCeex0U	2:46	2:51	??? ?? ??? ?? ?????? ???? ???? ??? ?? ???? ???? ?? ??????? ?????? ?? ??? ?? ?? ???? ??? ??? ?????? ???? ????	"If you don't trust me, ask him what I'm going to endure."	0	"If you don't trust me, then go and ask Afshan. Ask what I tolerate about her."
Raqs e Bismil	24	https://www.youtube.com/watch?v=uQGYQ2J8c8E	14:30	14:33	???? ??? ??? ?? ????? ???? ???	I don't need anything.	0	I don’t need anything.
Raqs e Bismil	26	https://www.youtube.com/watch?v=fYiW07LFbms	11:00	11:04	??? ?? ??? ??? ???? ??? ???? ?????? ??	"And He is the finest, the honorable."	0	And she’s also so well-mannered and respectful
Seerat e Mustaqeem S3	2	https://www.youtube.com/watch?v=_IIWPKxfowE	22:20	22:22	?? ???? ????? ?? ??? ??? ???? ?????? ??? ???	You didn't understand me and you didn't understand what to tell me.	0	You did not even understand to tell me and
Seerat e Mustaqeem	29	https://www.youtube.com/watch?v=voXjFjF_6vQ	1:19	1:23	???? ?????-????? ?? ???? ????? ?? ???	"My friend, please."	0	Friends Radhe-Radhe to bring reforms given
Siyah	20	https://www.youtube.com/watch?v=gEhh3QgxI_Q	20:52	20:57	?? ?? ?? ??? ???	He said everything.	0	He said everything
Siyah	34	https://www.youtube.com/watch?v=J8QozA-bVso	5:25	5:30	???? ??? ????? ???? ?? ?? ?? ???? ??? ??? ???	I? I'll shoot everyone.	0	Me? I will snatch the gun and shoot everyone.
Siyah	12	https://www.youtube.com/watch?v=Uyhnox3WMZU	9:35	9:37	?? ??? ??? ?? ?? ?? ???? ????	That you're just the man who killed me.	0	You are the same person who hit me
Nand	108	https://www.youtube.com/watch?v=aJ3DtHhD9DM	20:14	20:17	??? ?? ???? ?? ?? ???? ???? ???? ?????? ?? ?? ???? ????? ????? ???	Why didn't you tell me before you came?	0	Why didn't you tell me before coming? You should have told me
Nand	69	https://www.youtube.com/watch?v=rX7rp-RHWYk	18:46	18:53	??? ????? ?? ?? ??? ?? ????? ???! ??? ?? ?? ???? ??? ??!	I'm really satisfied with you sister! God give you long life!	0	I am really satisfied with you sister! May God give you a long life!
Ghair	12	https://www.youtube.com/watch?v=QNuqTZuwH00	30:08:00	30:14:00	??? ??? ???? ????? ?? ?????? ?? ??? ???	I am just showing my concern	1	I am just showing my concern
Nand	111	https://www.youtube.com/watch?v=JGpbWPtm358	27:12:00	27:17:00	?? ?? ??? ?? ?? ???? ?? ??? ??? ???? ?? ?? ???? ?? ???? ???? ??	"If you're talking to me like that, I don't like it."	0	I don't like it when you talk to me like this Gauhar
Nand	69	https://www.youtube.com/watch?v=rX7rp-RHWYk	31:24:00	31:31:00	???? ??? ??? ???? ?????! ??? ??? ?? ???? ??? ??? ?????? ????? ???!	Please have a seat! I want to spend some time with Umar!	1	Please have a seat! I want to spend some time with Umar!
Nand	68	https://www.youtube.com/watch?v=i7QAWiHar4Y	32:18:00	32:20:00	??? ??? ??? ?? ?? ?? ?? ??? ????? ???	Have soup. I made it for you.	1	Have soup. I made it for you.
Raqs e Bismil	19	https://www.youtube.com/watch?v=H3NSHk7U9Pg	17:12	17:13	?? ???? ??? ???? ?? ????? ???? ?? ???? ??	He will never give me this honor.	0	he will never be able to give me that honor
Ramz e Ishq	18	https://www.youtube.com/watch?v=adfUG50tOWo	12:01	12:04	"?? ?? ?? ???? ???? ?????? ???? ???? ?"	There will be no confidence with him.	0	"then there will be no trust with him,"
Ramz e Ishq	27	https://www.youtube.com/watch?v=q5FZ8oUgWLY	30:46:00	30:50:00	"?? ?? ??? ?? ???? ?? ???? ??????? ?? ?"	"She mistreated me,"	0	"He mistreated me mama,"
Nand	67	https://www.youtube.com/watch?v=Sxq0HA83hlM	16:10	16:14	?? ????? ??? ?? ??? ????? ??? ?? ???? ????? ???? ???	She's a lie. That's a play. That's all right.	0	She is a liar. This is a drama. That woman is absolutely fine.
Nand	90	https://www.youtube.com/watch?v=4RCMx-BwXbU	11:17	11:18	?? ?? ???? ??? ?? ?? ???? ?? ????? ???? ????	You think your family members are mad?	1	You think your family members are mad?
Ghair	11	https://www.youtube.com/watch?v=lBWck8luV2M	2:59	3:04	???? ?? ?? ???? ???? ????? ?? ???? ?? ???? ???? ????? ??	But we didn't get our white hair under the sun.	0	But we haven't earned our white hair under the sun
Ghair	36	https://www.youtube.com/watch?v=llK3JoJuLEs	19:44	19:47	"??? ?? ?? ????? ? ?? ?? ???? ???? ?? ???? ??? ???? ??? ??? ??? ??? ?? ????? ????"	Have you seen what he did with my son? Show me just a legal description.	0	"did you see, what he did to my son? Just register an FIR"
Tark e Wafa	35	https://www.youtube.com/watch?v=qWRv5ulsYiU	15:06	15:12	???? ?? ????? ?? ???? ???? ????? ?? ??? ????? ???? ?????	But you should go and enjoy your life.	0	but you guys should go & enjoy your life
Nand	101	https://www.youtube.com/watch?v=xM2BS120Vlg	7:23	7:28	?? ?? ?? ?? ??? ???? ??? ???? ????? ???? ?????	Or would he have nothing to do with me?	0	or he won't have any importance for me in his heart?
Siyah	26	https://www.youtube.com/watch?v=92kALncn2Rg	23:09	23:10	"???? ? ??? ?? ??? ???? ???? ??????"	"No, I never saw her."	1	"No, I never saw her."
Nand	60	https://www.youtube.com/watch?v=qQqQKhj1zTQ	23:21	23:23	"?? ?? ?? ?? ???? ? ?? ??????? ???? ???? ???"	"Where's he hit you, where is he cruel guy?"	0	"He did hit you, where is that cruel man?"
Ghair	29	https://www.youtube.com/watch?v=EvyOdMG0H_A	19:11	19:14	"??? ?? ???? ? ?? ??? ?? ?? ????? ??? ??"	"And the relationship, the most attractive of all."	0	"And that relationship, in which there is the most attraction"
Nand	108	https://www.youtube.com/watch?v=aJ3DtHhD9DM	34:24:00	34:27:00	??? ??? ?? ?? ?? ?? ????? ????? ?? ??? ??? ???? ??	"Once when he saw this picture, I'll enjoy it."	0	I'll have fun once he has seen this picture
Nand	70	https://www.youtube.com/watch?v=I3_Y0nBZCkw	31:41:00	31:42:00	??? ?? ?? ????? ????	May God bless you.	0	God bless you
Ramz e Ishq	17	https://www.youtube.com/watch?v=dRZ8QC6bP8s	16:17	16:17	"??? ??? 2 3 ?? ???? ?? ???? ? ???? ??? ???? ?? ???"	"And I can't believe 2 days, please take me."	0	"and I cannot live 2 3 days, please take me."
Nand	90	https://www.youtube.com/watch?v=4RCMx-BwXbU	35:38:00	35:45:00	??? ???? ?? ???? ???? ???? ???? ??? ???? ?? ??? ??? ???? ????? ??????? ???? ?? ??? ????? ?????? ?? ????	"Is the home where we live, where we are humiliated and why we are charged, and we have to ask for forgiveness?"	0	What house? The house where we are humiliated and blamed and asked to apologize?
Ghair	7	https://www.youtube.com/watch?v=x-__Wu1kpYQ	4:17	4:21	"????? ... ???? ? ??? ????? ???? ?? ???? ?? ??? ??"	"Hey... Now, anger is under control of parental love..."	0	"Dear... right now, anger is overpowering motherly love"
Ghair	13	https://www.youtube.com/watch?v=iEqWnfiSDAI	20:09	20:15	???? ???? ???? ?? ???? ?????? ???? ??? ?????? ?? ???? ?? ?????? ????	I was ashamed to ask others in the test of my grandmother's test.	0	I had to get my grandmother's test done. I was embarrassed to ask others.
Raqs e Bismil	14	https://www.youtube.com/watch?v=M-Ndz7JiweI	18:49	18:52	??? ??? ?? ???? ?? ?? ???? ?? ?????	That night you go to her husband.	0	you go and beat up her husband the same night.
Ghair	36	https://www.youtube.com/watch?v=llK3JoJuLEs	26:22:00	26:27:00	???? ?? ??? ????? ??? ???	But it was a deceit.	0	but it was a fraud
Nand	95	https://www.youtube.com/watch?v=GwOSGAAaXCc	31:15:00	31:28:00	"?? ?? ?? ??? ?? ??? ?? ?? ?? ???? ?????? ??? ? ?? ?? ???? ?? ?? ?????? ??? ???? ?? ??? ??"	"It's talking to him that he gives me everything, and he doesn't lose his compassion with him."	0	"Gul is talking to him to degrade me, his sympathies towards her are just not ending"
Raqs e Bismil	14	https://www.youtube.com/watch?v=M-Ndz7JiweI	6:56	7:01	??? ?????? instance ???? ????? ?? ???? ???? ??? ?? ???????? ????	I love to be a believer who is believers.	0	I actually really like people who are honest.
Nand	105	https://www.youtube.com/watch?v=PvUNbyLBJME	22:46	22:57	"?? ????? ??? ?? ??? ??? ?????? ??? ? ???? ??? ????? ??????? ??? ???"	"You know I'm so upset, these matters are different in the office."	0	"You know I'm so worried, the issues at office are separate"
Tark e Wafa	2	https://www.youtube.com/watch?v=v2M9ygGLyZU	37:08:00	37:14:00	?? ?? ?? ?? ????? ???? ?? ????? ???? ??	You don't have to take care of her.	0	you don't need to advocate her
Ghair	8	https://www.youtube.com/watch?v=kBv7-z2UBGU	29:08:00	29:12:00	"?????? ??? ?? ??? ?? ??? ???? ??? ? ???? ??? ??? ??? ??? ??"	"Those who are selfish people speak like that, without fear and shame."	0	"Selfish people talk like this, without any fear or shame"
Ghair	25	https://www.youtube.com/watch?v=y02JB_MAKPw	33:41:00	33:44:00	"???? ???? ? ??? ???? ???? ?? ??? ???"	"No, I'm not going anywhere."	0	"No no, I am not going anywhere"
Nand	67	https://www.youtube.com/watch?v=Sxq0HA83hlM	29:20:00	29:24:00	"??? ?? ?? ???? ??? ???? ?? ?? ?? ?? ?? ????? ?? ??? ???? ??? ?? ? ??? ????"	"If there were something with him, you'll have to bury two dead bodies, not one."	0	"If anything happens to her you will have to bury two corpses, not one"
Nand	61	https://www.youtube.com/watch?v=McI3wzMC9hY	21:44	21:46	???? ??? ?? ???? ????	What?	0	What? I did right.
Ghair	23	https://www.youtube.com/watch?v=W-BWkOiJxbM	27:17:00	27:24:00	?? ?? ????? ?? ???? ?? ?? ????? ??? ???? ??? ??	Your deeds have dispersed my heart into pieces.	0	Your actions have shattered my heart into pieces
Ghair	14	https://www.youtube.com/watch?v=DsUNbfaeIXY	21:30	21:34	"?? ??? ?? ??????? ??? ? ???? ???? ????? ??? ???? ??? ??? ???? ??? ??? ???? ???"	"In such cases, elders play a role and fulfill their obligation"	0	"In such matters, elders play their role and fulfill their duty"
Tark e Wafa	24	https://www.youtube.com/watch?v=lBxnsHRA4Ws	4:09	4:18	"???? ?? ? ??? 7 ??? ??? ?? ???? ??? ????!"	"All right, on 7: 00 p.m. to meet!"	0	"Okay, see you in the evening at 7 PM. Perfect!"
Ghair	26	https://www.youtube.com/watch?v=lre7j3xSHmc	25:46:00	25:54:00	"??? ??? ???? ? ??? ?? ????"	"A narrow look, poor man."	0	"A narrow-minded, narrow-hearted man"
Tark e Wafa	16	https://www.youtube.com/watch?v=88J40gn04rE	4:58	5:02	??? ???? ???? ?? ????? ?? ???? ??????? ?? ??? ???	And you're so indifferent when you're a girl.	0	And you are being so careless while being a girl
Seerat e Mustaqeem	28	https://www.youtube.com/watch?v=TZbsS-L0B3A	6:03	6:07	???? ????? ??? ???? ???? ???	"(O Prophet), it was not bad for him to adopt a bad eye."	0	Amma Baddu was not bad
Nand	77	https://www.youtube.com/watch?v=dHwur79fcxA	7:59	8:01	???? ?? ?? ???? ??? ???? ?????? ???? ???? ???	I don't like intervention on this.	0	I don't like any interference regarding him.
Siyah	29	https://www.youtube.com/watch?v=mQdjlCsawiE	11:36	11:39	????? ??? ?? ???? ??? ??!	Of course something!	0	certainly means something!
Tark e Wafa	2	https://www.youtube.com/watch?v=v2M9ygGLyZU	10:57	10:59	"???? ?? ??? ? ????? ??? ?? ?? ???? ?????"	"Okay, actually you should go."	0	"Okay go, in fact you should go"
Siyah	11	https://www.youtube.com/watch?v=dIX61Rih7nw	19:10	19:10	"??? ?? ??? ???? ????? ??? ?"	"If you're not sitting sooner,"	0	"if you don’t get up soon,"
Tark e Wafa	25	https://www.youtube.com/watch?v=5UH3Ibaiocs	19:06	19:11	??? ?? ?? ??? ??? ??? ???	I'm so happy for you.	0	I am so happy for you
Raqs e Bismil	20	https://www.youtube.com/watch?v=TbdpebM2hKs	5:13	5:17	??? ?? ?? ???? ?? ????? ESSA ?????? ???? ???? ???	I'll bring back to life the old mer of your hands inside you.	0	I will make the old Essa inside you come alive again.
Siyah	34	https://www.youtube.com/watch?v=J8QozA-bVso	35:38:00	35:39:00	?????? ????? ???? ???? ?? ?? ?? ???? ????	daughters are truly close to their father	0	Daughters are really close to their father’s heart.
Nand	106	https://www.youtube.com/watch?v=Eb8GtiBnvcQ	13:35	13:37	?? ??? ??? ???? ?????? ?? ?????!	He don't understand anything!	0	She doesn't understand anything brother!
Ghair	28	https://www.youtube.com/watch?v=obZA8T_bzmw	38:58:00	39:02:00	?? ?? ???? ?? ???? ???? ??? ?? ??	you have already lost your love	1	you have already lost your love
Nand	82	https://www.youtube.com/watch?v=Ykgo2Ze7bhQ	38:22:00	38:24:00	"?? ??? ???? ?? ? ?? ??? ??? ???? ?? ??? ???? ?? ? ?? ??? ?? ???? ??? ?? ??? ?? ??"	"So let's keep it, let's do anything, let's just keep it up. He took my child's life."	0	"So let her, whatever would have happened just let it be, that man took my child's life"
Nand	92	https://www.youtube.com/watch?v=u7p3JTgFb4I	13:09	13:11	??? ?? ?? ????? ??? ???? ?? ?? ???? ??? ???? ????	"I'm going to tell you, but you didn't listen to me."	0	I kept telling you but you didn't listen to me.
Nand	69	https://www.youtube.com/watch?v=rX7rp-RHWYk	17:30	17:31	?? ?? ?? ???? ??? ??? ?? ??? ???! ?? ???? ??? ??? ???? ??!	What are you talking about! You're a blessing to me!	0	What are you talking about! You are a blessing for me!
Raqs e Bismil	24	https://www.youtube.com/watch?v=uQGYQ2J8c8E	26:05:00	26:08:00	???? ???? ?? ???? ?? ??? ?? ?? ??????? ??? ?????	"After my son went away, I came all this ruins."	0	All of it came down in ruins after my son left.
